"year","site","state","sex","race","mortality","incidence","population"
2004,"Oral Cavity and Pharynx","florida","Male","Black",58.82,168,1336818
2004,"Oral Cavity and Pharynx","florida","Male","Hispanic",26.66,0,1666479
2004,"Oral Cavity and Pharynx","florida","Male","White",347.55,1520,6950905
2004,"Oral Cavity and Pharynx","georgia","Female","Black",26.63,60,1401590
2004,"Oral Cavity and Pharynx","georgia","Female","Hispanic",0,0,253359
2004,"Oral Cavity and Pharynx","georgia","Female","White",44.54,199,2969262
2004,"Oral Cavity and Pharynx","georgia","Male","Black",54.38,123,1264752
2004,"Oral Cavity and Pharynx","georgia","Male","Hispanic",0,0,351848
2004,"Oral Cavity and Pharynx","georgia","Male","White",93.12,488,3003988
2004,"Oral Cavity and Pharynx","hawaii","Female","Black",0,0,15668
2004,"Oral Cavity and Pharynx","hawaii","Female","Hispanic",0,0,45548
2004,"Oral Cavity and Pharynx","hawaii","Female","White",0,0,144075
2004,"Oral Cavity and Pharynx","hawaii","Male","Black",0,0,21241
2004,"Oral Cavity and Pharynx","hawaii","Male","Hispanic",0,0,48601
2004,"Oral Cavity and Pharynx","hawaii","Male","White",0,45,164591
2004,"Oral Cavity and Pharynx","idaho","Female","Black",0,0,4573
2004,"Oral Cavity and Pharynx","idaho","Female","Hispanic",0,0,57757
2004,"Oral Cavity and Pharynx","idaho","Female","White",0,35,670916
2004,"Oral Cavity and Pharynx","idaho","Male","Black",0,0,5745
2004,"Oral Cavity and Pharynx","idaho","Male","Hispanic",0,0,66415
2004,"Oral Cavity and Pharynx","idaho","Male","White",18.9,111,675177
2004,"Oral Cavity and Pharynx","illinois","Female","Black",0,51,1043428
2004,"Oral Cavity and Pharynx","illinois","Female","Hispanic",0,0,835551
2004,"Oral Cavity and Pharynx","illinois","Female","White",82.13,341,5132965
2004,"Oral Cavity and Pharynx","illinois","Male","Black",50.64,164,920643
2004,"Oral Cavity and Pharynx","illinois","Male","Hispanic",0,34,940756
2004,"Oral Cavity and Pharynx","illinois","Male","White",186.33,748,5035979
2004,"Oral Cavity and Pharynx","indiana","Female","Black",0,0,296215
2004,"Oral Cavity and Pharynx","indiana","Female","Hispanic",0,0,122436
2004,"Oral Cavity and Pharynx","indiana","Female","White",42.25,171,2816775
2004,"Oral Cavity and Pharynx","indiana","Male","Black",0,33,273787
2004,"Oral Cavity and Pharynx","indiana","Male","Hispanic",0,0,147291
2004,"Oral Cavity and Pharynx","indiana","Male","White",71.25,397,2740269
2004,"Oral Cavity and Pharynx","iowa","Female","Black",0,0,36979
2004,"Oral Cavity and Pharynx","iowa","Female","Hispanic",0,0,47832
2004,"Oral Cavity and Pharynx","iowa","Female","White",34.44,101,1434955
2004,"Oral Cavity and Pharynx","iowa","Male","Black",0,0,39588
2004,"Oral Cavity and Pharynx","iowa","Male","Hispanic",0,0,56447
2004,"Oral Cavity and Pharynx","iowa","Male","White",45.74,243,1385961
2004,"Oral Cavity and Pharynx","kansas","Female","Black",0,0,86472
2004,"Oral Cavity and Pharynx","kansas","Female","Hispanic",0,0,102556
2004,"Oral Cavity and Pharynx","kansas","Female","White",23.64,86,1244037
2004,"Oral Cavity and Pharynx","kansas","Male","Black",0,0,87618
2004,"Oral Cavity and Pharynx","kansas","Male","Hispanic",0,0,118255
2004,"Oral Cavity and Pharynx","kansas","Male","White",45.3,194,1224190
2004,"Oral Cavity and Pharynx","kentucky","Female","Black",0,0,164453
2004,"Oral Cavity and Pharynx","kentucky","Female","Hispanic",0,0,32577
2004,"Oral Cavity and Pharynx","kentucky","Female","White",46.09,134,1920264
2004,"Oral Cavity and Pharynx","kentucky","Male","Black",0,22,157359
2004,"Oral Cavity and Pharynx","kentucky","Male","Hispanic",0,0,44956
2004,"Oral Cavity and Pharynx","kentucky","Male","White",68.46,320,1850181
2004,"Oral Cavity and Pharynx","louisiana","Female","Black",0,33,791844
2004,"Oral Cavity and Pharynx","louisiana","Female","Hispanic",0,0,60146
2004,"Oral Cavity and Pharynx","louisiana","Female","White",28.08,122,1478118
2004,"Oral Cavity and Pharynx","louisiana","Male","Black",48.82,116,707546
2004,"Oral Cavity and Pharynx","louisiana","Male","Hispanic",0,0,64478
2004,"Oral Cavity and Pharynx","louisiana","Male","White",60.24,294,1434358
2004,"Oral Cavity and Pharynx","maine","Female","Black",0,0,4965
2004,"Oral Cavity and Pharynx","maine","Female","Hispanic",0,0,6068
2004,"Oral Cavity and Pharynx","maine","Female","White",17.1,43,657630
2004,"Oral Cavity and Pharynx","maine","Male","Black",0,0,6610
2004,"Oral Cavity and Pharynx","maine","Male","Hispanic",0,0,6371
2004,"Oral Cavity and Pharynx","maine","Male","White",33.18,139,626066
2004,"Oral Cavity and Pharynx","maryland","Female","Black",0,0,875446
2004,"Oral Cavity and Pharynx","maryland","Female","Hispanic",0,0,142703
2004,"Oral Cavity and Pharynx","maryland","Female","White",27.62,0,1841158
2004,"Oral Cavity and Pharynx","maryland","Male","Black",31.66,0,772175
2004,"Oral Cavity and Pharynx","maryland","Male","Hispanic",0,0,157420
2004,"Oral Cavity and Pharynx","maryland","Male","White",63.97,0,1776806
2004,"Oral Cavity and Pharynx","massachusetts","Female","Black",0,0,235983
2004,"Oral Cavity and Pharynx","massachusetts","Female","Hispanic",0,0,247691
2004,"Oral Cavity and Pharynx","massachusetts","Female","White",60.93,218,2901245
2004,"Oral Cavity and Pharynx","massachusetts","Male","Black",0,0,221775
2004,"Oral Cavity and Pharynx","massachusetts","Male","Hispanic",0,18,246234
2004,"Oral Cavity and Pharynx","massachusetts","Male","White",122.26,453,2716789
2004,"Oral Cavity and Pharynx","michigan","Female","Black",0,38,787065
2004,"Oral Cavity and Pharynx","michigan","Female","Hispanic",0,0,176553
2004,"Oral Cavity and Pharynx","michigan","Female","White",67.16,260,4197323
2004,"Oral Cavity and Pharynx","michigan","Male","Black",31.21,96,709373
2004,"Oral Cavity and Pharynx","michigan","Male","Hispanic",0,0,198784
2004,"Oral Cavity and Pharynx","michigan","Male","White",168.19,613,4102075
2004,"Oral Cavity and Pharynx","minnesota","Female","Black",0,0,112530
2004,"Oral Cavity and Pharynx","minnesota","Female","Hispanic",0,0,82049
2004,"Oral Cavity and Pharynx","minnesota","Female","White",41.94,200,2329794
2004,"Oral Cavity and Pharynx","minnesota","Male","Black",0,18,120621
2004,"Oral Cavity and Pharynx","minnesota","Male","Hispanic",0,0,97273
2004,"Oral Cavity and Pharynx","minnesota","Male","White",64.01,332,2285917
2004,"Oral Cavity and Pharynx","mississippi","Female","Black",0,23,568327
2004,"Oral Cavity and Pharynx","mississippi","Female","Hispanic",0,0,20764
2004,"Oral Cavity and Pharynx","mississippi","Female","White",17.21,60,905939
2004,"Oral Cavity and Pharynx","mississippi","Male","Black",28.89,76,506764
2004,"Oral Cavity and Pharynx","mississippi","Male","Hispanic",0,0,28026
2004,"Oral Cavity and Pharynx","mississippi","Male","White",37.99,164,883401
2004,"Oral Cavity and Pharynx","missouri","Female","Black",0,19,360701
2004,"Oral Cavity and Pharynx","missouri","Female","Hispanic",0,0,70017
2004,"Oral Cavity and Pharynx","missouri","Female","White",42.96,164,2526768
2004,"Oral Cavity and Pharynx","missouri","Male","Black",0,36,320508
2004,"Oral Cavity and Pharynx","missouri","Male","Hispanic",0,0,78788
2004,"Oral Cavity and Pharynx","missouri","Male","White",99.9,386,2436519
2004,"Oral Cavity and Pharynx","montana","Female","Black",0,0,2190
2004,"Oral Cavity and Pharynx","montana","Female","Hispanic",0,0,10812
2004,"Oral Cavity and Pharynx","montana","Female","White",0,29,427102
2004,"Oral Cavity and Pharynx","montana","Male","Black",0,0,2952
2004,"Oral Cavity and Pharynx","montana","Male","Hispanic",0,0,11064
2004,"Oral Cavity and Pharynx","montana","Male","White",0,79,425869
2004,"Oral Cavity and Pharynx","nebraska","Female","Black",0,0,40704
2004,"Oral Cavity and Pharynx","nebraska","Female","Hispanic",0,0,54941
2004,"Oral Cavity and Pharynx","nebraska","Female","White",0,61,819542
2004,"Oral Cavity and Pharynx","nebraska","Male","Black",0,0,40041
2004,"Oral Cavity and Pharynx","nebraska","Male","Hispanic",0,0,65206
2004,"Oral Cavity and Pharynx","nebraska","Male","White",24.03,115,800917
2004,"Oral Cavity and Pharynx","nevada","Female","Black",0,0,94483
2004,"Oral Cavity and Pharynx","nevada","Female","Hispanic",0,0,249564
2004,"Oral Cavity and Pharynx","nevada","Female","White",0,57,951187
2004,"Oral Cavity and Pharynx","nevada","Male","Black",0,0,95622
2004,"Oral Cavity and Pharynx","nevada","Male","Hispanic",0,0,282732
2004,"Oral Cavity and Pharynx","nevada","Male","White",44.11,138,1002608
2004,"Oral Cavity and Pharynx","new england","Female","Black",0,33,477518
2004,"Oral Cavity and Pharynx","new england","Female","Hispanic",0,0,511175
2004,"Oral Cavity and Pharynx","new england","Female","White",131.07,451,6553331
2004,"Oral Cavity and Pharynx","new england","Male","Black",0,48,449755
2004,"Oral Cavity and Pharynx","new england","Male","Hispanic",0,35,513032
2004,"Oral Cavity and Pharynx","new england","Male","White",253.64,1024,6186295
2004,"Oral Cavity and Pharynx","new hampshire","Female","Black",0,0,6495
2004,"Oral Cavity and Pharynx","new hampshire","Female","Hispanic",0,0,13246
2004,"Oral Cavity and Pharynx","new hampshire","Female","White",21.72,41,638961
2004,"Oral Cavity and Pharynx","new hampshire","Male","Black",0,0,7898
2004,"Oral Cavity and Pharynx","new hampshire","Male","Hispanic",0,0,14254
2004,"Oral Cavity and Pharynx","new hampshire","Male","White",22.27,92,618717
2004,"Oral Cavity and Pharynx","new jersey","Female","Black",0,26,679560
2004,"Oral Cavity and Pharynx","new jersey","Female","Hispanic",0,18,635718
2004,"Oral Cavity and Pharynx","new jersey","Female","White",58.53,278,3442775
2004,"Oral Cavity and Pharynx","new jersey","Male","Black",23.25,96,611938
2004,"Oral Cavity and Pharynx","new jersey","Male","Hispanic",0,48,658504
2004,"Oral Cavity and Pharynx","new jersey","Male","White",115.08,472,3288078
2004,"Oral Cavity and Pharynx","new mexico","Female","Black",0,0,24077
2004,"Oral Cavity and Pharynx","new mexico","Female","Hispanic",0,0,414251
2004,"Oral Cavity and Pharynx","new mexico","Female","White",0,50,824026
2004,"Oral Cavity and Pharynx","new mexico","Male","Black",0,0,26354
2004,"Oral Cavity and Pharynx","new mexico","Male","Hispanic",0,37,409069
2004,"Oral Cavity and Pharynx","new mexico","Male","White",26.4,128,799875
2004,"Oral Cavity and Pharynx","new york","Female","Black",22.3,98,1858620
2004,"Oral Cavity and Pharynx","new york","Female","Hispanic",0,66,1554494
2004,"Oral Cavity and Pharynx","new york","Female","White",147.33,535,7366411
2004,"Oral Cavity and Pharynx","new york","Male","Black",78.71,195,1606420
2004,"Oral Cavity and Pharynx","new york","Male","Hispanic",32.07,130,1526933
2004,"Oral Cavity and Pharynx","new york","Male","White",266.37,1071,7009772
2004,"Oral Cavity and Pharynx","north carolina","Female","Black",0,49,997983
2004,"Oral Cavity and Pharynx","north carolina","Female","Hispanic",0,0,217100
2004,"Oral Cavity and Pharynx","north carolina","Female","White",73.7,243,3204362
2004,"Oral Cavity and Pharynx","north carolina","Male","Black",41.91,161,891740
2004,"Oral Cavity and Pharynx","north carolina","Male","Hispanic",0,0,301496
2004,"Oral Cavity and Pharynx","north carolina","Male","White",111,520,3171378
2004,"Oral Cavity and Pharynx","north dakota","Female","Black",0,0,2373
2004,"Oral Cavity and Pharynx","north dakota","Female","Hispanic",0,0,4528
2004,"Oral Cavity and Pharynx","north dakota","Female","White",0,20,296330
2004,"Oral Cavity and Pharynx","north dakota","Male","Black",0,0,3354
2004,"Oral Cavity and Pharynx","north dakota","Male","Hispanic",0,0,5280
2004,"Oral Cavity and Pharynx","north dakota","Male","White",0,49,295405
2004,"Oral Cavity and Pharynx","ohio","Female","Black",0,33,741966
2004,"Oral Cavity and Pharynx","ohio","Female","Hispanic",0,0,121332
2004,"Oral Cavity and Pharynx","ohio","Female","White",115.65,287,5028186
2004,"Oral Cavity and Pharynx","ohio","Male","Black",34.23,76,671104
2004,"Oral Cavity and Pharynx","ohio","Male","Hispanic",0,0,132030
2004,"Oral Cavity and Pharynx","ohio","Male","White",196.98,723,4804292
2004,"Oral Cavity and Pharynx","oklahoma","Female","Black",0,0,147505
2004,"Oral Cavity and Pharynx","oklahoma","Female","Hispanic",0,0,103052
2004,"Oral Cavity and Pharynx","oklahoma","Female","White",21.61,101,1440988
2004,"Oral Cavity and Pharynx","oklahoma","Male","Black",0,0,144312
2004,"Oral Cavity and Pharynx","oklahoma","Male","Hispanic",0,0,120765
2004,"Oral Cavity and Pharynx","oklahoma","Male","White",57.74,247,1408274
2004,"Oral Cavity and Pharynx","oregon","Female","Black",0,0,36937
2004,"Oral Cavity and Pharynx","oregon","Female","Hispanic",0,0,155069
2004,"Oral Cavity and Pharynx","oregon","Female","White",36.64,129,1665650
2004,"Oral Cavity and Pharynx","oregon","Male","Black",0,0,41175
2004,"Oral Cavity and Pharynx","oregon","Male","Hispanic",0,0,188169
2004,"Oral Cavity and Pharynx","oregon","Male","White",54.33,274,1646449
2004,"Oral Cavity and Pharynx","pennsylvania","Female","Black",0,35,708954
2004,"Oral Cavity and Pharynx","pennsylvania","Female","Hispanic",0,0,233305
2004,"Oral Cavity and Pharynx","pennsylvania","Female","White",99.4,373,5522328
2004,"Oral Cavity and Pharynx","pennsylvania","Male","Black",21.1,76,639336
2004,"Oral Cavity and Pharynx","pennsylvania","Male","Hispanic",0,0,247023
2004,"Oral Cavity and Pharynx","pennsylvania","Male","White",203.45,875,5216766
2004,"Oral Cavity and Pharynx","rhode island","Female","Black",0,0,36130
2004,"Oral Cavity and Pharynx","rhode island","Female","Hispanic",0,0,56288
2004,"Oral Cavity and Pharynx","rhode island","Female","White",0,22,502908
2004,"Oral Cavity and Pharynx","rhode island","Male","Black",0,0,35782
2004,"Oral Cavity and Pharynx","rhode island","Male","Hispanic",0,0,55755
2004,"Oral Cavity and Pharynx","rhode island","Male","White",0,73,466585
2004,"Oral Cavity and Pharynx","south carolina","Female","Black",0,32,660750
2004,"Oral Cavity and Pharynx","south carolina","Female","Hispanic",0,0,54582
2004,"Oral Cavity and Pharynx","south carolina","Female","White",24.79,111,1458121
2004,"Oral Cavity and Pharynx","south carolina","Male","Black",58.05,119,586335
2004,"Oral Cavity and Pharynx","south carolina","Male","Hispanic",0,0,75901
2004,"Oral Cavity and Pharynx","south carolina","Male","White",65.65,277,1427211
2004,"Oral Cavity and Pharynx","south dakota","Female","Black",0,0,3126
2004,"Oral Cavity and Pharynx","south dakota","Female","Hispanic",0,0,7126
2004,"Oral Cavity and Pharynx","south dakota","Female","White",0,23,346169
2004,"Oral Cavity and Pharynx","south dakota","Male","Black",0,0,4717
2004,"Oral Cavity and Pharynx","south dakota","Male","Hispanic",0,0,8002
2004,"Oral Cavity and Pharynx","south dakota","Male","White",0,65,341550
2004,"Oral Cavity and Pharynx","tennessee","Female","Black",0,19,530496
2004,"Oral Cavity and Pharynx","tennessee","Female","Hispanic",0,0,70408
2004,"Oral Cavity and Pharynx","tennessee","Female","White",51.07,163,2431980
2004,"Oral Cavity and Pharynx","tennessee","Male","Black",29.89,67,474401
2004,"Oral Cavity and Pharynx","tennessee","Male","Hispanic",0,0,97102
2004,"Oral Cavity and Pharynx","tennessee","Male","White",92.1,385,2361471
2004,"Oral Cavity and Pharynx","texas","Female","Black",0,60,1381894
2004,"Oral Cavity and Pharynx","texas","Female","Hispanic",15.19,77,3798482
2004,"Oral Cavity and Pharynx","texas","Female","White",131.97,505,9426328
2004,"Oral Cavity and Pharynx","texas","Male","Black",69.75,118,1291580
2004,"Oral Cavity and Pharynx","texas","Male","Hispanic",51.73,176,3979152
2004,"Oral Cavity and Pharynx","texas","Male","White",301.79,1309,9430853
2004,"Oral Cavity and Pharynx","utah","Female","Black",0,0,12718
2004,"Oral Cavity and Pharynx","utah","Female","Hispanic",0,0,118914
2004,"Oral Cavity and Pharynx","utah","Female","White",0,50,1140295
2004,"Oral Cavity and Pharynx","utah","Male","Black",0,0,15515
2004,"Oral Cavity and Pharynx","utah","Male","Hispanic",0,0,137193
2004,"Oral Cavity and Pharynx","utah","Male","White",19.54,97,1149357
2004,"Oral Cavity and Pharynx","vermont","Female","Black",0,0,2074
2004,"Oral Cavity and Pharynx","vermont","Female","Hispanic",0,0,3152
2004,"Oral Cavity and Pharynx","vermont","Female","White",0,21,308757
2004,"Oral Cavity and Pharynx","vermont","Male","Black",0,0,2713
2004,"Oral Cavity and Pharynx","vermont","Male","Hispanic",0,0,3321
2004,"Oral Cavity and Pharynx","vermont","Male","White",0,54,298548
2004,"Oral Cavity and Pharynx","virginia","Female","Black",0,27,791075
2004,"Oral Cavity and Pharynx","virginia","Female","Hispanic",0,0,198823
2004,"Oral Cavity and Pharynx","virginia","Female","White",39.37,180,2812005
2004,"Oral Cavity and Pharynx","virginia","Male","Black",29.98,93,731198
2004,"Oral Cavity and Pharynx","virginia","Male","Hispanic",0,0,230040
2004,"Oral Cavity and Pharynx","virginia","Male","White",80.15,384,2763908
2004,"Oral Cavity and Pharynx","washington","Female","Black",0,0,121245
2004,"Oral Cavity and Pharynx","washington","Female","Hispanic",0,0,247236
2004,"Oral Cavity and Pharynx","washington","Female","White",61.94,193,2693225
2004,"Oral Cavity and Pharynx","washington","Male","Black",0,0,136334
2004,"Oral Cavity and Pharynx","washington","Male","Hispanic",0,0,282661
2004,"Oral Cavity and Pharynx","washington","Male","White",99.47,444,2688291
2004,"Oral Cavity and Pharynx","west virginia","Female","Black",0,0,30248
2004,"Oral Cavity and Pharynx","west virginia","Female","Hispanic",0,0,7039
2004,"Oral Cavity and Pharynx","west virginia","Female","White",16,64,889060
2004,"Oral Cavity and Pharynx","west virginia","Male","Black",0,0,31272
2004,"Oral Cavity and Pharynx","west virginia","Male","Hispanic",0,0,7647
2004,"Oral Cavity and Pharynx","west virginia","Male","White",38.13,142,847438
2004,"Oral Cavity and Pharynx","wisconsin","Female","Black",0,0,177454
2004,"Oral Cavity and Pharynx","wisconsin","Female","Hispanic",0,0,108843
2004,"Oral Cavity and Pharynx","wisconsin","Female","White",47.83,173,2517490
2004,"Oral Cavity and Pharynx","wisconsin","Male","Black",0,18,167356
2004,"Oral Cavity and Pharynx","wisconsin","Male","Hispanic",0,0,128261
2004,"Oral Cavity and Pharynx","wisconsin","Male","White",98.96,394,2474102
2004,"Oral Cavity and Pharynx","wyoming","Female","Black",0,0,2425
2004,"Oral Cavity and Pharynx","wyoming","Female","Hispanic",0,0,16141
2004,"Oral Cavity and Pharynx","wyoming","Female","White",0,26,240152
2004,"Oral Cavity and Pharynx","wyoming","Male","Black",0,0,3079
2004,"Oral Cavity and Pharynx","wyoming","Male","Hispanic",0,0,17786
2004,"Oral Cavity and Pharynx","wyoming","Male","White",0,40,243901
2004,"Ovary","alabama","Female","Black",43.03,60,642288
2004,"Ovary","alabama","Female","Hispanic",0,0,43347
2004,"Ovary","alabama","Female","White",230.22,278,1656246
2004,"Ovary","alaska","Female","Black",0,0,14014
2004,"Ovary","alaska","Female","Hispanic",0,0,15375
2004,"Ovary","alaska","Female","White",0,21,228640
2004,"Ovary","arizona","Female","Black",0,0,107599
2004,"Ovary","arizona","Female","Hispanic",41.78,51,773670
2004,"Ovary","arizona","Female","White",268.09,349,2529181
2004,"Ovary","arkansas","Female","Black",16.93,16,231927
2004,"Ovary","arkansas","Female","Hispanic",0,0,54294
2004,"Ovary","arkansas","Female","White",133.96,169,1144984
2004,"Ovary","california","Female","Black",79.19,115,1319853
2004,"Ovary","california","Female","Hispanic",223.88,413,6050695
2004,"Ovary","california","Female","White",1438.79,1895,13968827
2004,"Ovary","colorado","Female","Black",0,0,100135
2004,"Ovary","colorado","Female","Hispanic",0,29,417397
2004,"Ovary","colorado","Female","White",191.49,286,2081383
